OGA_ID	sample_ID	station	depth	size fraction	latitude	longitude	OGA_ID	Station	ENA_ID	INSDC_ID	BioSamples_ID	Sample_method	Depth_Nominal	Environmental_feature	Fraction_Lower (µm)	Fraction_Upper (µm)	Biome	Region	Province	Barcode	Date_Time	Seafloor (m)	Temperature (°C)	Salinity (PSU)	Density (kg/m**3)	Distance_coast (km)	Chlorophyll_A (mg/m**3)	Depth (m)	PAR (mol quanta/m**2/day)	O2 (µmol/kg)	NO3 (µmol/l)	Iron_5m* (µmol/l)	Ammonium_5m* (µmol/l)	Nitrite_5m* (µmol/l)	Nitrate_5m* (µmol/l)	CDOM* (ppb (QSE))	NPP_C* (mg/m**2/day)	POC* (µg/kg)	PIC* (mol/m3)	Alkalinity (µmol/kg)	Carbon Total (µmol/kg)	CO2 (µmol/kg)	CO3 (µmol/kg)	HCO3 (µmol/kg)	pH (-)	NO2 (µmol/l)	PO4 (µmol/l)	NO3_NO2 (µmol/l)	Si (µmol/l)	MLD (m)	DCM (m)	Depth_max_Brunt_Väisälä_freq (m)	Depth_max_O2 (m)	Depth_min_O2 (m)	Depth_nitracline (m)	Shannon_Darwin* (-)	Shannon_Physat* (-)	miTAG_SILVA_Chao (-)	miTAG_SILVA_Shannon (-)	OG_Richness (-)	OG_Evenness (-)	Chlorophyll c3 (mg/m**3)	Peridinin (mg/m**3)	Fucoxanthin (mg/m**3)	Prasinoxanthin (mg/m**3)	19-Hexanoyloxyfucoxanthin (mg/m**3)	Alloxanthin (mg/m**3)	Zeaxanthin (mg/m**3)	Lutein (mg/m**3)	Latitude (-)	Longitude (-)	Sea_ice* (%)	Season	Season_subperiod	Okubo-Weiss* (-)	Lyapunov* (l/day)	Residence_time* (days)
244	TARA_N000001750	TARA_110	SRF	[0.8-5µm]	-2.0133	-84.589	TARA_110_SRF_0.8-5	TARA_110	ERS492243	ERR1711886|ERR868442|ERR1756182|ERR1712078	SAMEA2622391	SEQ-(100L-or-15min)_W0.8-5	SRF	[SRF] surface water layer (ENVO:00010504)	0.8	5	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	TARA_N000001750	2011-05-21T12:27	-2519	23.88816	35.012435	23.68419	0.4838	0.11724	5	25.413264	191.91255	8.074076	0.000005493	0.042527045	0.645360056	6.029548923	1.9982	527.4725	67.014461517334	0.00023863984097261	0	0.0125	50.225139	0.00855	0	7.484872	0.31925	0.77275	8.287	3.8635	33	41	74	13	369	69	0.54627	0.713291	3819.840479	6.734784222	15813.9	0.742768403	0.0083	0.0044	0.0125	0	0.02165	0	0.04595	0.0025	-2.0133	-84.589	0	spring	middle	0.032297	0.064745	0
245	TARA_N000001752	TARA_110	DCM	[0.8-5µm]	-1.9002	-84.6265	TARA_110_DCM_0.8-5	TARA_110	ERS492279	ERR868438|ERR1712224|ERR1756286|ERR868364|ERR1712124	SAMEA2622417	SEQ-(100L-or-15min)_W0.8-5	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	0.8	5	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	TARA_N000001752	2011-05-21T21:00	-2111	22.039785	35.112815	24.318245	1.7641	0.21402	50	0.112155	145.0818	10.202445	0.000005493	0.042527045	0.645360056	6.029548923		642.094	68.1355819702148	0.000241572925006039	0.005	0.0291		0.0316	0		0.414	0.9295	10.701	5.407	21	28	64	14	369	69	0.54627	0.713291	4206.588394	6.796421877	16528.4	0.740312164	0.0343	0.0099	0.0291	0	0.0751	0	0.0355	0.0012	-1.9002	-84.6265	0	autumn	late	0.032297	0.064745	0
246	TARA_N000001754	TARA_110	SRF	[5-20µm]	-2.0133	-84.589	TARA_110_SRF_5-20	TARA_110	ERS492245	ERR1726732|ERR1726890|ERR1712115|ERR1756277|ERR1712177	SAMEA2622393	SEQ-(500mL-or-15min)_W5-20	SRF	[SRF] surface water layer (ENVO:00010504)	5	20	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	TARA_N000001754	2011-05-21T12:27	-2519	23.88816	35.012435	23.68419	0.4838	0.11724	5	25.413264	191.91255	8.074076	0.000005493	0.042527045	0.645360056	6.029548923	1.9982	527.4725	67.014461517334	0.00023863984097261	0	0.0125	50.225139	0.00855	0	7.484872	0.31925	0.77275	8.287	3.8635	33	41	74	13	369	69	0.54627	0.713291	3819.840479	6.734784222	15813.9	0.742768403	0.0083	0.0044	0.0125	0	0.02165	0	0.04595	0.0025	-2.0133	-84.589	0	spring	middle	0.032297	0.064745	0
247	TARA_N000001758	TARA_110	SRF	[20-180µm]	-1.9778	-84.5992	TARA_110_SRF_20-180	TARA_110	ERS492254	ERR1756195|ERR1719170|ERR1726528|ERR1719445	SAMEA2731795	SEQ-(500mL-or-15min)_N20-180	SRF	[SRF] surface water layer (ENVO:00010504)	20	180	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	TARA_N000001758	2011-05-21T14:32	-2519	23.88816	35.012435	23.68419	3.6244	0.11724	5	25.413264	191.91255	8.074076	0.000005493	0.042527045	0.645360056	6.029548923	1.9982	527.4725	67.8684921264648	0.000239773493376561	0	0.0125	50.225139	0.00855	0	7.484872	0.31925	0.77275	8.287	3.8635	33	41	74	13	369	69	0.54627	0.713291	3819.840479	6.734784222	15813.9	0.742768403	0.0083	0.0044	0.0125	0	0.02165	0	0.04595	0.0025	-1.9778	-84.5992	0	spring	middle	0.032297	0.064745	0
248	TARA_N000001762	TARA_110	SRF	[180-2000µm]	-1.9389	-84.611	TARA_110_SRF_180-2000	TARA_110	ERS492260	ERR1755953|ERR1726739|ERR1712081|ERR1726775|ERR1711954	SAMEA2731833	SEQ-(500mL-or-15min)_N180-2000	SRF	[SRF] surface water layer (ENVO:00010504)	180	2000	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	TARA_N000001762	2011-05-21T16:07	-2519	23.88816	35.012435	23.68419	1.788	0.11724	5	23.096387	191.91255	8.074076	0.000005493	0.042527045	0.645360056	6.029548923	1.9982	527.4725	67.4132690429688	0.000267621202510782	0	0.0125	50.225139	0.00855	0	7.484872	0.31925	0.77275	8.287	3.8635	33	41	74	13	369	69	0.54627	0.713291	3819.840479	6.734784222	15813.9	0.742768403	0.0083	0.0044	0.0125	0	0.02165	0	0.04595	0.0025	-1.9389	-84.611	0	spring	middle	0.032297	0.064745	0
249	TARA_N000001764	TARA_110	DCM	[180-2000µm]	-1.8155	-84.629	TARA_110_DCM_180-2000	TARA_110	ERS492313	ERR1726604|ERR1756344|ERR1719347|ERR1719358	SAMEA2731692	SEQ-(500mL-or-15min)_N180-2000	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	180	2000	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	TARA_N000001764	2011-05-22T20:50	-2133	22.267145	35.032215	24.18398	2.6761	0.23274	50	0.226499	154.55155	7.974295	0.000005493	0.042527045	0.645360056	6.029548923		642.094	69.8976745605469	0.00024464976741001	0.005	0.0291		0.0316	0		0.414	0.9295	10.701	5.407	27	40	92	13	356	100	0.54627	0.713291	4206.588394	6.796421877	16528.4	0.740312164	0.0343	0.0099	0.0291	0	0.0751	0	0.0355	0.0012	-1.8155	-84.629	0	autumn	late	0.032297	0.064745	0
250	TARA_N000001784	TARA_109	MES	[0.8-3µm]	2.0649	-84.5546	TARA_109_MES_0.8-3	TARA_109	ERS492212	ERR1879860|ERR1712058|ERR868506|ERR868470|ERR1712098	SAMEA2622369	SEQ-(100L-or-15min)_W0.8-3	MES	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	0.8	3	Coastal Biome	[NPO] North Pacific Ocean (MRGID:1908)	[CHIL] Chile-Peru Current Coastal Province (MRGID:21495)	TARA_N000001784	2011-05-13T16:08	-3257	11.142362	34.791419	26.595869	0.004141	0	380		2.264562	33.049074	0.000004994	0.038657464	0.411641767	3.423354744	0.9906	471.9535													12	24	69	14	422	64	0.60986	0.500877	4998.544817	6.832154721	18991.5	0.740244987									2.0649	-84.5546	0	spring	middle	-0.002594	0.005026	2.083333
251	TARA_N000001796	TARA_109	DCM	[20-180µm]	2.0218	-84.5652	TARA_109_DCM_20-180	TARA_109	ERS492226	ERR562598|ERR1726945|ERR1719481|ERR1726964|ERR1719147	SAMEA2657076	SEQ-(500mL-or-15min)_N20-180	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	20	180	Coastal Biome	[NPO] North Pacific Ocean (MRGID:1908)	[CHIL] Chile-Peru Current Coastal Province (MRGID:21495)	TARA_N000001796	2011-05-13T20:14	-3271	25.43204	34.55748	22.87711	2.3323	0.27744	40		195.3433	5.811374	0.000004994	0.038657464	0.411641767	3.423354744	0.9906	471.9535			0.0212	0.0146		0.0239	0		0.13	0.56725	5.427	3.661	21	37	70	18	422	75	0.60986	0.500877					0.0279	0.0101	0.0146	0	0.0777	0	0.0859	0.0083	2.0218	-84.5652	0	spring	middle	-0.002594	0.005026	2.083333
252	TARA_N000001810	TARA_111	SRF	[>0.8µm]	-16.9601	-100.633	TARA_111_SRF_0.8->	TARA_111	ERS492330	ERR562461|ERR1719191|ERR1719236|ERR1726567	SAMEA2622461	SEQ-(100L-or-15min)_W>0.8	SRF	[SRF] surface water layer (ENVO:00010504)	0.8	>0.80	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	TARA_N000001810	2011-05-31T14:25	-4043	22.78183	35.98269	24.742485	0.35233	0.0408	5	15.111047	209.1003	3.149999	0.000003007	0.013075565	0.043491448	7.843671242	0.8502	374.2405	43.1289100646973	0.00022524171799887	0	0.0027	12.099805	0.0041	0	8.049736	0.0415	0.5	2.676	1.0325	73	85	83	30	332	260	0.599757	0.463204	3596.851063	6.628351803	14493.5	0.744136035	0.0044	0.0031	0.0027	0	0.0134	0	0.0287	0.0011	-16.9601	-100.6335	0	autumn	late	-0.075767	0.018781	34.305556
253	TARA_N000001812	TARA_111	SRF	[0.8-5µm]	-16.9601	-100.633	TARA_111_SRF_0.8-5	TARA_111	ERS492332	ERR868476|ERR1711904|ERR1711985|ERR562452	SAMEA2622463	SEQ-(100L-or-15min)_W0.8-5	SRF	[SRF] surface water layer (ENVO:00010504)	0.8	5	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	TARA_N000001812	2011-05-31T14:25	-4043	22.78183	35.98269	24.742485	0.35233	0.0408	5	15.111047	209.1003	3.149999	0.000003007	0.013075565	0.043491448	7.843671242	0.8502	374.2405	43.1289100646973	0.00022524171799887	0	0.0027	12.099805	0.0041	0	8.049736	0.0415	0.5	2.676	1.0325	73	85	83	30	332	260	0.599757	0.463204	3596.851063	6.628351803	14493.5	0.744136035	0.0044	0.0031	0.0027	0	0.0134	0	0.0287	0.0011	-16.9601	-100.6335	0	autumn	late	-0.075767	0.018781	34.305556
254	TARA_N000001814	TARA_111	DCM	[>0.8µm]	-16.9587	-100.675	TARA_111_DCM_0.8->	TARA_111	ERS492366	ERR1719262|ERR1719355|ERR562544|ERR1726584	SAMEA2622487	SEQ-(100L-or-15min)_W>0.8	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	0.8	>0.80	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	TARA_N000001814	2011-05-31T20:28	-3913	19.783275	35.69581	25.354365	0.005314	0.12738	90	0.019494	208.54895	0.85366	0.000003007	0.013075565	0.043491448	7.843671242	1.1776	367.732	42.4297676086426	0.000221550413698424	0.0047	0.0035		0.0141	0		0.203	0.443	1.2215	0.9285	67	71	225	70	233	230	0.599757	0.463204	4019.574006	6.687022359	15057.3	0.737598349	0.015	0.0055	0.0035	0	0.0325	0	0.0249	0.0005	-16.9587	-100.6751	0	autumn	late	-0.075767	0.018781	34.305556
255	TARA_N000001816	TARA_111	DCM	[0.8-5µm]	-16.9587	-100.675	TARA_111_DCM_0.8-5	TARA_111	ERS492368	ERR562604|ERR1711977|ERR868381|ERR1712144	SAMEA2622489	SEQ-(100L-or-15min)_W0.8-5	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	0.8	5	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	TARA_N000001816	2011-05-31T20:28	-3913	19.783275	35.69581	25.354365	0.005314	0.12738	90	0.019494	208.54895	0.85366	0.000003007	0.013075565	0.043491448	7.843671242	1.1776	367.732	42.4297676086426	0.000221550413698424	0.0047	0.0035		0.0141	0		0.203	0.443	1.2215	0.9285	67	71	225	70	233	230	0.599757	0.463204	4019.574006	6.687022359	15057.3	0.737598349	0.015	0.0055	0.0035	0	0.0325	0	0.0249	0.0005	-16.9587	-100.6751	0	autumn	late	-0.075767	0.018781	34.305556
256	TARA_N000001820	TARA_111	DCM	[5-20µm]	-16.9587	-100.675	TARA_111_DCM_5-20	TARA_111	ERS492369	ERR562421|ERR1726771|ERR1711885|ERR1712147	SAMEA2622490	SEQ-(500mL-or-15min)_W5-20	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	5	20	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	TARA_N000001820	2011-05-31T20:28	-3913	19.783275	35.69581	25.354365	0.005314	0.12738	90	0.019494	208.54895	0.85366	0.000003007	0.013075565	0.043491448	7.843671242	1.1776	367.732	42.4297676086426	0.000221550413698424	0.0047	0.0035		0.0141	0		0.203	0.443	1.2215	0.9285	67	71	225	70	233	230	0.599757	0.463204	4019.574006	6.687022359	15057.3	0.737598349	0.015	0.0055	0.0035	0	0.0325	0	0.0249	0.0005	-16.9587	-100.6751	0	autumn	late	-0.075767	0.018781	34.305556
257	TARA_N000001823	TARA_111	SRF	[20-180µm]	-16.9581	-100.659	TARA_111_SRF_20-180	TARA_111	ERS492344	ERR1711992|ERR1712241|ERR1726670|ERR562459	SAMEA2657036	SEQ-(500mL-or-15min)_N20-180	SRF	[SRF] surface water layer (ENVO:00010504)	20	180	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	TARA_N000001823	2011-05-31T15:41	-4043	22.78183	35.98269	24.742485	1.7285	0.0408	5	15.998683	209.1003	3.149999	0.000003007	0.013075565	0.043491448	7.843671242	0.8502	374.2405	42.4297676086426	0.000221550413698424	0	0.0027	12.099805	0.0041	0	8.049736	0.0415	0.5	2.676	1.0325	73	85	83	30	332	260	0.599757	0.463204	3596.851063	6.628351803	14493.5	0.744136035	0.0044	0.0031	0.0027	0	0.0134	0	0.0287	0.0011	-16.9581	-100.6588	0	autumn	late	-0.075767	0.018781	34.305556
258	TARA_N000001824	TARA_111	DCM	[20-180µm]	-16.9763	-100.679	TARA_111_DCM_20-180	TARA_111	ERS492404	ERR1719412|ERR562508|ERR1726690|ERR1719211	SAMEA2656980	SEQ-(500mL-or-15min)_N20-180	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	20	180	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	TARA_N000001824	2011-06-01T22:20	-3999	19.95204	35.705045	25.315435	3.1914	0.14076	90	0.023294	208.99125	1.309846	0.000003007	0.013075565	0.043491448	7.843671242	1.1776	367.732	42.4297676086426	0.000221550413698424	0.0047	0.0035		0.0141	0		0.203	0.443	1.2215	0.9285	82	93	91	86	319	243	0.599757	0.463204	4019.574006	6.687022359	15057.3	0.737598349	0.015	0.0055	0.0035	0	0.0325	0	0.0249	0.0005	-16.9763	-100.6794	0	autumn	late	-0.075767	0.018781	34.305556
259	TARA_N000001826	TARA_111	SRF	[180-2000µm]	-16.9554	-100.691	TARA_111_SRF_180-2000	TARA_111	ERS492349	ERR562612|ERR1719462|ERR1719447	SAMEA2656988	SEQ-(500mL-or-15min)_N180-2000	SRF	[SRF] surface water layer (ENVO:00010504)	180	2000	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	TARA_N000001826	2011-05-31T17:08	-3931	22.78183	35.98269	24.742485	0.63816	0.0408	5	15.998683	209.1003	3.149999	0.000003007	0.013075565	0.043491448	7.843671242	0.8502	374.2405	40.3207874298096	0.000169451137480792	0	0.0027	12.099805	0.0041	0	8.049736	0.0415	0.5	2.676	1.0325	73	83	84	80	333	518	0.599757	0.463204	3596.851063	6.628351803	14493.5	0.744136035	0.0044	0.0031	0.0027	0	0.0134	0	0.0287	0.0011	-16.9554	-100.6911	0	autumn	late	-0.075767	0.018781	34.305556
260	TARA_N000001828	TARA_111	DCM	[180-2000µm]	-16.9741	-100.668	TARA_111_DCM_180-2000	TARA_111	ERS492400	ERR1726882|ERR1719187|ERR562579|ERR1719290|ERR1726552	SAMEA2657019	SEQ-(500mL-or-15min)_N180-2000	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	180	2000	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	TARA_N000001828	2011-06-01T21:56	-3999	19.95204	35.705045	25.315435	2.123	0.14076	90	0.023294	208.99125	1.309846	0.000003007	0.013075565	0.043491448	7.843671242	1.1776	367.732	42.4297676086426	0.000221550413698424	0.0047	0.0035		0.0141	0		0.203	0.443	1.2215	0.9285	82	93	91	86	319	243	0.599757	0.463204	4019.574006	6.687022359	15057.3	0.737598349	0.015	0.0055	0.0035	0	0.0325	0	0.0249	0.0005	-16.9741	-100.6683	0	autumn	late	-0.075767	0.018781	34.305556
261	TARA_N000001937	TARA_122	SRF	[>0.8µm]	-8.9971	-139.196	TARA_122_SRF_0.8->	TARA_122	ERS492650	ERR1726556|ERR562568|ERR1719463|ERR1726667|ERR1719159	SAMEA2622660	SEQ-(100L-or-15min)_W>0.8	SRF	[SRF] surface water layer (ENVO:00010504)	0.8	>0.80	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	TARA_N000001937	2011-07-26T17:10	-3444	26.60467	35.37032	23.122935	0.27058	0.06984	5	28.45742	187.07695	5.660372	0.000002316	0.030111594	0.087558472	6.207147837		300.345	41.5904960632324	0.000125815233332105	0.003	0.0041	48.966505	0.0045	0	7.470711	0.11925	0.56795	5.456	2.1905	102	106	112	14	252	235	0.260512	0.561525					0.0044	0.0036	0.0041	0	0.0139	0	0.0479	0.0068	-8.9971	-139.1963	0	winter	early	0.007751	0.028977	15.833333
262	TARA_N000001938	TARA_122	SRF	[0.8-5µm]	-8.9971	-139.196	TARA_122_SRF_0.8-5	TARA_122	ERS492651	ERR868475|ERR1711869|ERR1712182|ERR868513|ERR562700|ERR1712118	SAMEA2622661	SEQ-(100L-or-15min)_W0.8-5	SRF	[SRF] surface water layer (ENVO:00010504)	0.8	5	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	TARA_N000001938	2011-07-26T17:10	-3444	26.60467	35.37032	23.122935	0.27058	0.06984	5	28.45742	187.07695	5.660372	0.000002316	0.030111594	0.087558472	6.207147837		300.345	41.5904960632324	0.000125815233332105	0.003	0.0041	48.966505	0.0045	0	7.470711	0.11925	0.56795	5.456	2.1905	102	106	112	14	252	235	0.260512	0.561525					0.0044	0.0036	0.0041	0	0.0139	0	0.0479	0.0068	-8.9971	-139.1963	0	winter	early	0.007751	0.028977	15.833333
263	TARA_N000001941	TARA_122	SRF	[20-180µm]	-9.006	-139.206	TARA_122_SRF_20-180	TARA_122	ERS492662	ERR1712069|ERR1726927|ERR562499|ERR1712197|ERR1711986|ERR1726932	SAMEA2657094	SEQ-(500mL-or-15min)_N20-180	SRF	[SRF] surface water layer (ENVO:00010504)	20	180	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	TARA_N000001941	2011-07-26T23:30	-3494	26.60467	35.37032	23.122935	1.1323	0.06984	5	28.45742	187.07695	5.660372	0.000002316	0.030111594	0.087558472	6.207147837		300.345	41.5904960632324	0.000125815233332105	0.003	0.0041	48.966505	0.0045	0	7.470711	0.11925	0.56795	5.456	2.1905	106	108	116	14	264	204	0.260512	0.561525					0.0044	0.0036	0.0041	0	0.0139	0	0.0479	0.0068	-9.006	-139.206	0	winter	middle	0.007751	0.028977	15.833333
264	TARA_N000001942	TARA_122	SRF	[180-2000µm]	-8.9948	-139.217	TARA_122_SRF_180-2000	TARA_122	ERS492658	ERR1711929|ERR1711951|ERR1726883|ERR562651|ERR1726891|ERR1712219	SAMEA2657010	SEQ-(500mL-or-15min)_N180-2000	SRF	[SRF] surface water layer (ENVO:00010504)	180	2000	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	TARA_N000001942	2011-07-26T21:42	-3494	26.60467	35.37032	23.122935	0.70611	0.06984	5	28.45742	187.07695	5.660372	0.000002316	0.030111594	0.087558472	6.207147837		300.345	41.5904960632324	0.000125815233332105	0.003	0.0041	48.966505	0.0045	0	7.470711	0.11925	0.56795	5.456	2.1905	106	108	116	14	264	204	0.260512	0.561525					0.0044	0.0036	0.0041	0	0.0139	0	0.0479	0.0068	-8.9948	-139.2172	0	winter	middle	0.007751	0.028977	15.833333
265	TARA_N000001943	TARA_122	SRF	[5-20µm]	-8.996	-139.281	TARA_122_SRF_5-20	TARA_122	ERS492669	ERR1726938|ERR1726688|ERR562654|ERR1712207|ERR1711897|ERR1711933	SAMEA2657070	SEQ-(500mL-or-15min)_N5-20	SRF	[SRF] surface water layer (ENVO:00010504)	5	20	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	TARA_N000001943	2011-07-27T01:27	-3494	26.60467	35.37032	23.122935	2.4809	0.06984	5	28.653591	187.07695	5.660372	0.000002316	0.030111594	0.087558472	6.207147837		300.345	41.1895503997803	0.000099717679404421	0.003	0.0041	48.966505	0.0045	0	7.470711	0.11925	0.56795	5.456	2.1905	106	108	116	14	264	204	0.260512	0.561525					0.0044	0.0036	0.0041	0	0.0139	0	0.0479	0.0068	-8.996	-139.2815	0	winter	middle	0.007751	0.028977	15.833333
266	TARA_N000001972	TARA_123	SRF	[>0.8µm]	-8.9068	-140.283	TARA_123_SRF_0.8->	TARA_123	ERS492742	ERR1726762|ERR1726913|ERR1719393|ERR1719310|ERR562444	SAMEA2622719	SEQ-(100L-or-15min)_W>0.8	SRF	[SRF] surface water layer (ENVO:00010504)	0.8	>0.80	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	TARA_N000001972	2011-07-31T17:20	-966	26.586685	35.3551	23.11712	0.11502	0.0924	5		189.6701	4.805128	0.000002277	0.02508309	0.054778114	6.231764158	4.91362	478.135	77.0915184020996	0.000143744480737951	0.0023	0.0092	11.921045	0.01	0.0036	8.012428	0.14425	0.53495	4.9015	2.2205	122	14	134	14	606	278		0.673503					0.0154	0.00605	0.0092	0.00155	0.03115	0.0008	0.01325	0	-8.9068	-140.283	0	winter	middle	-0.011503	0.053774	1.083333
267	TARA_N000001992	TARA_123	SRF	[0.8-5µm]	-8.9068	-140.283	TARA_123_SRF_0.8-5	TARA_123	ERS492740	ERR1719217|ERR1719256|ERR1719298|ERR562664|ERR868466|ERR868469	SAMEA2622717	SEQ-(100L-or-15min)_W0.8-5	SRF	[SRF] surface water layer (ENVO:00010504)	0.8	5	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	TARA_N000001992	2011-07-31T17:20	-966	26.586685	35.3551	23.11712	0.11502	0.0924	5		189.6701	4.805128	0.000002277	0.02508309	0.054778114	6.231764158	4.91362	478.135	77.0915184020996	0.000143744480737951	0.0023	0.0092	11.921045	0.01	0.0036	8.012428	0.14425	0.53495	4.9015	2.2205	122	14	134	14	606	278		0.673503					0.0154	0.00605	0.0092	0.00155	0.03115	0.0008	0.01325	0	-8.9068	-140.283	0	winter	middle	-0.011503	0.053774	1.083333
268	TARA_N000001994	TARA_123	SRF	[5-20µm]	-8.8984	-140.309	TARA_123_SRF_5-20	TARA_123	ERS492751	ERR1719413|ERR1719343|ERR1719437|ERR1726961|ERR562403|ERR1726522	SAMEA2657109	SEQ-(500mL-or-15min)_N5-20	SRF	[SRF] surface water layer (ENVO:00010504)	5	20	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	TARA_N000001994	2011-07-31T19:16	-770	26.586685	35.3551	23.11712	2.8779	0.0924	5		189.6701	4.805128	0.000002277	0.02508309	0.054778114	6.231764158	4.91362	478.135	77.0915184020996	0.000143744480737951	0.0023	0.0092	11.921045	0.01	0.0036	8.012428	0.14425	0.53495	4.9015	2.2205	107	34	119	14	261	317		0.673503					0.0154	0.00605	0.0092	0.00155	0.03115	0.0008	0.01325	0	-8.8984	-140.3089	0	winter	middle	-0.011503	0.053774	1.083333
269	TARA_N000001996	TARA_123	SRF	[20-180µm]	-8.9056	-140.279	TARA_123_SRF_20-180	TARA_123	ERS492763	ERR1719307|ERR1719297|ERR1719410|ERR1726721|ERR562586|ERR1726622	SAMEA2656975	SEQ-(500mL-or-15min)_N20-180	SRF	[SRF] surface water layer (ENVO:00010504)	20	180	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	TARA_N000001996	2011-07-31T23:07	-770	26.586685	35.3551	23.11712	0.35772	0.0924	5		189.6701	4.805128	0.000002277	0.02508309	0.054778114	6.231764158	4.91362	478.135	77.0915184020996	0.000143744480737951	0.0023	0.0092	11.921045	0.01	0.0036	8.012428	0.14425	0.53495	4.9015	2.2205	107	34	119	14	261	317		0.673503					0.0154	0.00605	0.0092	0.00155	0.03115	0.0008	0.01325	0	-8.9056	-140.2792	0	winter	middle	-0.011503	0.053774	1.083333
270	TARA_N000001998	TARA_123	SRF	[180-2000µm]	-8.8932	-140.288	TARA_123_SRF_180-2000	TARA_123	ERS492757	ERR1726770|ERR562637|ERR1711914|ERR1726561|ERR1711917	SAMEA2657005	SEQ-(500mL-or-15min)_N180-2000	SRF	[SRF] surface water layer (ENVO:00010504)	180	2000	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	TARA_N000001998	2011-07-31T20:41	-770	26.586685	35.3551	23.11712	1.5435	0.0924	5		189.6701	4.805128	0.000002277	0.02508309	0.054778114	6.231764158	4.91362	478.135	81.8434448242188	0.000143034878419712	0.0023	0.0092	11.921045	0.01	0.0036	8.012428	0.14425	0.53495	4.9015	2.2205	107	34	119	14	261	317		0.673503					0.0154	0.00605	0.0092	0.00155	0.03115	0.0008	0.01325	0	-8.8932	-140.2879	0	winter	middle	-0.011503	0.053774	1.083333
